DATE,CUSIP,ISIN,SEDOL,NAME,TICKER,MARKET_VALUE_LOCAL,MARKET_VALUE_BASE,FUND_WEIGHT,SHARES_HELD,COUPON,MATURITY_DATE,SECTOR,COUNTRY
10/31/2019,J04788105,JP3831600006,6152466,BUNKA SHUTTER CO LTD COMMON STOCK JPY,5930,"399,597.36","3,696.38",0.044,424,,1/1/1900,Industrials,JAPAN
10/31/2019,G5973J178,GB00BZ1G4322,BZ1G432,MELROSE INDUSTRIES PLC COMMON STOCK GBP 6.857143,,"2,848.06","3,685.38",0.0439,"1,336",,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,J45550100,JP3894400005,6597681,MITSUUROKO GROUP HOLDINGS CO LTD COMMON STOCK JPY,8131,"398,494.20","3,686.18",0.0439,341,,1/1/1900,Energy,JAPAN
10/31/2019,X1676B241,FI4000384243,BKDZTB5,CRAMO OYJ COMMON STOCK EUR 0,,"3,280.94","3,660.38",0.0436,345,,1/1/1900,Industrials,FINLAND
10/31/2019,G25839104,GB00BDCPN049,BYQQ3P5,COCA-COLA EUROPEAN PARTNERS PLC COMMON STOCK USD,CCEP,"3,645.03","3,645.03",0.0434,68,,1/1/1900,Consumer Staples,UNITED KINGDOM
10/31/2019,R21882106,NO0010063308,4732495,TELENOR ASA COMMON STOCK NOK 6,,"33,420.89","3,640.14",0.0434,194,,1/1/1900,Communication Services,NORWAY
10/31/2019,J36920106,JP3268800004,6497651,KURABO INDUSTRIES LTD COMMON STOCK JPY,3106,"392,728.00","3,632.84",0.0433,157,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,D0190J112,DE0005008007,7100099,ADLER REAL ESTATE AG COMMON STOCK EUR 0,,"3,254.08","3,630.42",0.0433,315,,1/1/1900,Real Estate,GERMANY
10/31/2019,J00882126,JP3119600009,6010906,AJINOMOTO CO INC COMMON STOCK JPY,2802,"391,719.93","3,623.51",0.0432,190,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,J67392134,JP3329600005,6774785,SANKEN ELECTRIC CO LTD COMMON STOCK JPY,6707,"390,597.74","3,613.13",0.0431,152,,1/1/1900,Information Technology,JAPAN
10/31/2019,J89494116,JP3621000003,6897143,TORAY INDUSTRIES INC COMMON STOCK JPY,3402,"389,992.99","3,607.54",0.043,506,,1/1/1900,Materials,JAPAN
10/31/2019,J14984108,JP3821000001,6355180,FUJIMORI KOGYO CO LTD COMMON STOCK JPY,7917,"389,284.91","3,600.99",0.0429,101,,1/1/1900,Materials,JAPAN
10/31/2019,F3145H130,FR0000131757,4017017,ERAMET COMMON STOCK EUR 3.05,,"3,230.49","3,604.09",0.0429,72,,1/1/1900,Materials,FRANCE
10/31/2019,J46023123,JP3905200006,6597960,MIZUNO CORP COMMON STOCK JPY,8022,"387,595.21","3,585.36",0.0427,136,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J9440G103,JP3952550006,6985695,UNIPRES CORP COMMON STOCK JPY,5949,"386,883.06","3,578.77",0.0426,217,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J11718111,JP3502200003,6251448,DAIWA SECURITIES GROUP INC COMMON STOCK JPY,8601,"385,996.37","3,570.57",0.0425,788,,1/1/1900,Financials,JAPAN
10/31/2019,J7444M100,JP3351150002,6419956,SHIZUOKA GAS CO LTD COMMON STOCK JPY,9543,"385,415.41","3,565.20",0.0425,409,,1/1/1900,Utilities,JAPAN
10/31/2019,N5075E103,NL0012294466,BD45RJ9,KONINKLIJKE VOLKERWESSELS NV COMMON STOCK EUR,,"3,188.87","3,557.67",0.0424,153,,1/1/1900,Industrials,NETHERLANDS
10/31/2019,J88720149,JP3574200006,6896548,TOKYU CORP COMMON STOCK JPY,9005,"384,659.91","3,558.21",0.0424,188,,1/1/1900,Industrials,JAPAN
10/31/2019,J24994113,JP3137200006,6467104,ISUZU MOTORS LTD COMMON STOCK JPY,7202,"383,485.97","3,547.35",0.0423,303,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,8911877,CA0089118776,BSDHYK1,AIR CANADA COMMON STOCK CAD 0,AC,"4,664.36","3,548.79",0.0423,99,,1/1/1900,Industrials,CANADA
10/31/2019,D3207M110,DE0006048432,5076705,HENKEL AG & CO KGAA PREFERENCE EUR 0,,"3,173.65","3,540.68",0.0422,34,,1/1/1900,Consumer Staples,GERMANY
10/31/2019,W3R06F100,SE0009922164,BF1K7P7,ESSITY AB COMMON STOCK SEK 3.35,,"34,110.08","3,540.48",0.0422,113,,1/1/1900,Consumer Staples,SWEDEN
10/31/2019,T1188K346,IT0005218752,BDJ0CR2,BANCA MONTE DEI PASCHI DI SIENA SPA COMMON STOCK,,"3,158.34","3,523.60",0.042,"2,189",,1/1/1900,Financials,ITALY
10/31/2019,J4656U102,JP3869970008,B01S2L7,MONEX GROUP INC COMMON STOCK JPY,8698,"380,510.87","3,519.83",0.0419,"1,430",,1/1/1900,Financials,JAPAN
10/31/2019,G42504103,GB0004052071,405207,HALMA PLC COMMON STOCK GBP 10,,"2,718.31","3,517.50",0.0419,145,,1/1/1900,Information Technology,UNITED KINGDOM
10/31/2019,J67435107,JP3325600009,6774826,SANKI ENGINEERING CO LTD COMMON STOCK JPY,1961,"380,356.94","3,518.40",0.0419,287,,1/1/1900,Industrials,JAPAN
10/31/2019,J6450H104,JP3944360001,B3ZGHJ1,RESTAR HOLDINGS CORP COMMON STOCK JPY,3156,"378,058.60","3,497.14",0.0417,204,,1/1/1900,Information Technology,JAPAN
10/31/2019,J63997100,JP3833600004,6701006,PRESS KOGYO CO LTD COMMON STOCK JPY,7246,"378,467.31","3,500.92",0.0417,817,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,F31665106,FR0000121667,BD3VRJ8,ESSILORLUXOTTICA SA COMMON STOCK EUR 0.18,,"3,126.77","3,488.38",0.0416,23,,1/1/1900,Consumer Discretionary,ITALY
10/31/2019,W83567110,SE0000113250,7142091,SKANSKA AB COMMON STOCK SEK 0,,"33,652.48","3,492.99",0.0416,164,,1/1/1900,Industrials,SWEDEN
10/31/2019,J01638105,JP3105400000,6045759,AOKI HOLDINGS INC COMMON STOCK JPY,8214,"376,355.63","3,481.39",0.0415,341,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,Y49749107,HK0034000254,6491998,KOWLOON DEVELOPMENT CO LTD COMMON STOCK HKD 0,34,"27,270.11","3,479.35",0.0415,"2,760",,1/1/1900,Real Estate,HONG KONG
10/31/2019,J24607129,JP3136800004,6466866,ISHIHARA SANGYO KAISHA LTD COMMON STOCK JPY,4028,"376,539.64","3,483.09",0.0415,334,,1/1/1900,Materials,JAPAN
10/31/2019,M16043107,IL0006046119,6076425,BANK LEUMI LE-ISRAEL BM COMMON STOCK ILS 0.1,LUMI,"12,252.95","3,477.45",0.0414,478,,1/1/1900,Financials,ISRAEL
10/31/2019,H2942E124,CH0030170408,B1WGG93,GEBERIT AG COMMON STOCK CHF 0.1,,"3,410.02","3,455.81",0.0412,7,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,J77841112,JP3409000001,6858902,SUMITOMO REALTY & DEVELOPMENT CO LTD COMMON STOCK,8830,"373,238.09","3,452.55",0.0411,95,,1/1/1900,Real Estate,JAPAN
10/31/2019,J2502Z101,JP3144000001,6467825,ITOCHU ENEX CO LTD COMMON STOCK JPY,8133,"371,913.76","3,440.30",0.041,410,,1/1/1900,Energy,JAPAN
10/31/2019,Y7092Q109,HK0006000050,6435327,POWER ASSETS HOLDINGS LTD COMMON STOCK HKD 0,6,"26,975.66","3,441.78",0.041,482,,1/1/1900,Utilities,HONG KONG
10/31/2019,G3435Y107,GB00B1XH2C03,B1XH2C0,FERREXPO PLC COMMON STOCK GBP 10,,"2,655.37","3,436.05",0.0409,"2,108",,1/1/1900,Materials,UNITED KINGDOM
10/31/2019,E15819191,ES0113860A34,B1X8QN2,BANCO DE SABADELL SA COMMON STOCK EUR 0.125,,"3,069.29","3,424.26",0.0408,"3,120",,1/1/1900,Financials,SPAIN
10/31/2019,A19494102,AT0000652011,5289837,ERSTE GROUP BANK AG COMMON STOCK EUR 0,,"3,063.39","3,417.67",0.0407,97,,1/1/1900,Financials,AUSTRIA
10/31/2019,J97492102,JP3957000007,6986483,YOKOHAMA REITO CO LTD COMMON STOCK JPY,2874,"368,113.27","3,405.15",0.0406,341,,1/1/1900,Consumer Staples,JAPAN
10/31/2019,J9462G106,JP3829900004,6301989,V TECHNOLOGY CO LTD COMMON STOCK JPY,7717,"368,017.73","3,404.26",0.0406,57,,1/1/1900,Information Technology,JAPAN
10/31/2019,L0302D210,LU1598757687,BYPBS67,ARCELORMITTAL COMMON STOCK EUR 0,,"3,037.08","3,388.32",0.0404,230,,1/1/1900,Materials,NETHERLANDS
10/31/2019,W95890104,SE0000667925,5978384,TELIA CO AB COMMON STOCK SEK 3.2,,"32,704.42","3,394.58",0.0404,770,,1/1/1900,Communication Services,SWEDEN
10/31/2019,J59568139,JP3196000008,6656106,ODAKYU ELECTRIC RAILWAY CO LTD COMMON STOCK JPY,9007,"364,751.57","3,374.05",0.0402,138,,1/1/1900,Industrials,JAPAN
10/31/2019,D39860123,DE0007193500,5558203,KOENIG & BAUER AG COMMON STOCK EUR 0,,"3,024.42","3,374.19",0.0402,102,,1/1/1900,Industrials,GERMANY
10/31/2019,878742204,CA8787422044,2879327,TECK RESOURCES LTD COMMON STOCK CAD 0,TECK.B,"4,439.06","3,377.38",0.0402,213,,1/1/1900,Materials,CANADA
10/31/2019,J4466L136,JP3888300005,6597368,MITSUI CHEMICALS INC COMMON STOCK JPY,4183,"363,836.83","3,365.59",0.0401,140,,1/1/1900,Materials,JAPAN
10/31/2019,N3501V104,NL0012969182,BZ1HM42,ADYEN NV COMMON STOCK EUR 0.01,,"3,001.17","3,348.26",0.0399,5,,1/1/1900,Information Technology,NETHERLANDS
10/31/2019,N3140A107,NL0012059018,BYSLCX9,EXOR NV COMMON STOCK EUR 0.01,,"2,995.91","3,342.39",0.0398,44,,1/1/1900,Financials,ITALY
10/31/2019,D33875119,DE0006083405,BZBWTJ1,HORNBACH HOLDING AG & CO KGAA COMMON STOCK EUR 0,,"2,990.55","3,336.40",0.0398,55,,1/1/1900,Consumer Discretionary,GERMANY
10/31/2019,W1R924195,SE0011166628,BD97BS7,ATLAS COPCO AB COMMON STOCK SEK 0.639,,"32,191.38","3,341.33",0.0398,108,,1/1/1900,Industrials,SWEDEN
10/31/2019,F5588Z105,FR0013204336,BD5BPJ2,LDC SA COMMON STOCK EUR 0.4,,"2,993.26","3,339.43",0.0398,27,,1/1/1900,Consumer Staples,FRANCE
10/31/2019,J2467E101,JP3294460005,B10RB15,INPEX CORP COMMON STOCK JPY,1605,"361,331.93","3,342.42",0.0398,358,,1/1/1900,Energy,JAPAN
10/31/2019,K7681L102,DK0060252690,B44XTX8,PANDORA A/S COMMON STOCK DKK 0.01,,"22,304.24","3,331.18",0.0397,68,,1/1/1900,Consumer Discretionary,DENMARK
10/31/2019,D2046U176,DE000A0HN5C6,B0YZ0Z5,DEUTSCHE WOHNEN SE COMMON STOCK EUR 0,,"2,986.05","3,331.39",0.0397,89,,1/1/1900,Real Estate,GERMANY
10/31/2019,J0356Q102,JP3160950006,6129073,AVEX INC COMMON STOCK JPY,7860,"360,483.98","3,334.57",0.0397,272,,1/1/1900,Communication Services,JAPAN
10/31/2019,J12327102,JP3548600000,6270948,DISCO CORP COMMON STOCK JPY,6146,"359,135.76","3,322.10",0.0396,15,,1/1/1900,Information Technology,JAPAN
10/31/2019,19238T100,CA19238T1003,2186890,COGECO INC COMMON STOCK CAD 0,CGO,"4,372.50","3,326.74",0.0396,43,,1/1/1900,Communication Services,CANADA
10/31/2019,J75562108,JP3378200004,6804626,SINTOKOGIO LTD COMMON STOCK JPY,6339,"358,644.78","3,317.56",0.0395,341,,1/1/1900,Industrials,JAPAN
10/31/2019,Q66635105,AU000000NHC7,6681960,NEW HOPE CORP LTD COMMON STOCK AUD 0,NHC,"4,804.02","3,309.73",0.0394,"2,255",,1/1/1900,Energy,AUSTRALIA
10/31/2019,X24877106,FI0009003230,4336392,FINNAIR OYJ COMMON STOCK EUR 0.85,,"2,956.83","3,298.78",0.0393,505,,1/1/1900,Industrials,FINLAND
10/31/2019,J10207108,JP3481300006,BJVSF22,DAIKYONISHIKAWA CORP COMMON STOCK JPY,4246,"356,299.16","3,295.86",0.0393,425,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J27617109,JP3714400003,6470760,JAPAN SECURITIES FINANCE CO LTD COMMON STOCK JPY,8511,"356,260.62","3,295.51",0.0393,681,,1/1/1900,Financials,JAPAN
10/31/2019,J59310110,JP3720800006,6641544,NSK LTD COMMON STOCK JPY,6471,"355,929.76","3,292.44",0.0392,350,,1/1/1900,Industrials,JAPAN
10/31/2019,67901108,CA0679011084,28369,BARRICK GOLD CORP COMMON STOCK CAD 0,0R22,"2,541.93","3,289.25",0.0392,197,,1/1/1900,Materials,UNITED KINGDOM
10/31/2019,Y36795113,SG1M04001939,6811767,HONG LEONG FINANCE LTD COMMON STOCK SGD 0,S41,"4,478.80","3,290.94",0.0392,"1,703",,1/1/1900,Financials,SINGAPORE
10/31/2019,G39637205,BMG396372051,BDCHQL2,GOLDEN OCEAN GROUP LTD COMMON STOCK USD 0.05,,"30,182.02","3,287.37",0.0392,569,,1/1/1900,Industrials,NORWAY
10/31/2019,J81453110,JP3462200001,6870887,CI TAKIRON CORP COMMON STOCK JPY,4215,"354,544.39","3,279.63",0.0391,540,,1/1/1900,Materials,JAPAN
10/31/2019,J79088100,JP3447200001,6869948,TAIHEI DENGYO KAISHA LTD COMMON STOCK JPY,1968,"354,125.06","3,275.75",0.039,138,,1/1/1900,Industrials,JAPAN
10/31/2019,N19582100,NL0013995087,BKRWS93,CEMENTIR HOLDING NV COMMON STOCK EUR 1,,"2,930.88","3,269.84",0.039,486,,1/1/1900,Materials,ITALY
10/31/2019,D5565H104,DE000A0D9PT0,B09DHL9,MTU AERO ENGINES AG COMMON STOCK EUR,,"2,935.37","3,274.85",0.039,12,,1/1/1900,Industrials,GERMANY
10/31/2019,D8484K166,DE000TUAG000,B11LJN4,TUI AG COMMON STOCK GBP 0,,"2,524.95","3,267.29",0.0389,250,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,E7S90S109,ES0116870314,5650422,NATURGY ENERGY GROUP SA COMMON STOCK EUR 1,,"2,926.49","3,264.94",0.0389,120,,1/1/1900,Utilities,SPAIN
10/31/2019,M69333108,IL0005660183,6577876,MENORA MIVTACHIM HOLDINGS LTD COMMON STOCK ILS 1,MMHD,"11,506.66","3,265.65",0.0389,204,,1/1/1900,Financials,ISRAEL
10/31/2019,G2871V114,GB00BY9D0Y18,BY9D0Y1,DIRECT LINE INSURANCE GROUP PLC COMMON STOCK GBP,,"2,508.59","3,246.12",0.0387,922,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,F10689119,FR0000063935,5481989,BONDUELLE SCA COMMON STOCK EUR 1.75,,"2,913.79","3,250.77",0.0387,125,,1/1/1900,Consumer Staples,FRANCE
10/31/2019,F9120F106,FR0000051807,5999330,TELEPERFORMANCE COMMON STOCK EUR 2.5,,"2,906.76","3,242.93",0.0386,14,,1/1/1900,Industrials,FRANCE
10/31/2019,Q01630195,AU000000AGL7,BSS7GP5,AGL ENERGY LTD COMMON STOCK AUD 0,AGL,"4,675.43","3,221.14",0.0384,236,,1/1/1900,Utilities,AUSTRALIA
10/31/2019,G3307Z109,KYG3307Z1090,6331555,FAR EAST CONSORTIUM INTERNATIONAL LTD/HK COMMON,35,"25,257.84","3,222.61",0.0384,"7,608",,1/1/1900,Real Estate,HONG KONG
10/31/2019,J7T94N100,JP3729000004,6730936,SHINSEI BANK LTD COMMON STOCK JPY,8303,"347,813.91","3,217.37",0.0383,204,,1/1/1900,Financials,JAPAN
10/31/2019,J00714105,JP3102000001,6010702,AISIN SEIKI CO LTD COMMON STOCK JPY,7259,"347,139.80","3,211.14",0.0383,80,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,45833V109,CA45833V1094,BDD54N3,INTER PIPELINE LTD COMMON STOCK CAD 0,IPL,"4,221.78","3,212.07",0.0383,191,,1/1/1900,Energy,CANADA
10/31/2019,J95171120,JP3990210001,BDFLJY5,WORLD CO LTD COMMON STOCK JPY,,"346,258.68","3,202.98",0.0382,138,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,T9471R100,IT0003242622,B01BN57,TERNA RETE ELETTRICA NAZIONALE SPA COMMON STOCK,,"2,873.17","3,205.45",0.0382,485,,1/1/1900,Utilities,ITALY
10/31/2019,H83949141,CH0012255151,7184725,SWATCH GROUP AG/THE COMMON STOCK CHF 2.25,,"3,161.39","3,203.84",0.0382,12,,1/1/1900,Consumer Discretionary,SWITZERLAND
10/31/2019,G9430P108,BMG9430P1086,BYZWLF0,WANG ON PROPERTIES LTD COMMON STOCK HKD 0.001,1243,"25,067.67","3,198.35",0.0381,"27,247",,1/1/1900,Real Estate,HONG KONG
10/31/2019,G6500M106,GB0032089863,3208986,NEXT PLC COMMON STOCK GBP 10,,"2,465.96","3,190.96",0.038,37,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,Y9586L109,SG1T56930848,B17KC69,WILMAR INTERNATIONAL LTD COMMON STOCK SGD 0,F34,"4,342.56","3,190.83",0.038,"1,158",,1/1/1900,Consumer Staples,SINGAPORE
10/31/2019,W4R67B137,SE0012676336,BKC5W51,HEBA FASTIGHETS AB COMMON STOCK SEK 0.833,,"30,558.52","3,171.85",0.0378,387,,1/1/1900,Real Estate,SWEDEN
10/31/2019,J60805108,JP3194650002,6147428,OKINAWA CELLULAR TELEPHONE CO COMMON STOCK JPY,9436,"343,225.19","3,174.92",0.0378,93,,1/1/1900,Communication Services,JAPAN
10/31/2019,J4168Y105,JP3167420003,B00TL47,MCJ CO LTD COMMON STOCK JPY,6670,"341,887.58","3,162.55",0.0377,477,,1/1/1900,Information Technology,JAPAN
10/31/2019,H7258G209,CH0024638196,B11TCY0,SCHINDLER HOLDING AG COMMON STOCK CHF 0.1,,"3,126.01","3,167.99",0.0377,13,,1/1/1900,Industrials,SWITZERLAND
10/31/2019,G1700D105,GB0031743007,3174300,BURBERRY GROUP PLC COMMON STOCK GBP 0.05,,"2,436.60","3,152.97",0.0376,119,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,J59052118,JP3763000001,6641522,NORITAKE CO LTD/NAGOYA JAPAN COMMON STOCK JPY,5331,"341,274.52","3,156.88",0.0376,68,,1/1/1900,Industrials,JAPAN
10/31/2019,Q71610101,AU000000ORG5,6214861,ORIGIN ENERGY LTD COMMON STOCK AUD 0,ORG,"4,567.07","3,146.48",0.0375,581,,1/1/1900,Energy,AUSTRALIA
10/31/2019,J27449107,JP3694000005,6470306,JAPAN PULP & PAPER CO LTD COMMON STOCK JPY,8032,"340,611.02","3,150.74",0.0375,81,,1/1/1900,Industrials,JAPAN
10/31/2019,J66661125,JP3314800008,6769833,SAKATA INX CORP COMMON STOCK JPY,4633,"340,600.41","3,150.64",0.0375,276,,1/1/1900,Materials,JAPAN
10/31/2019,J0428W103,JP3835650007,6070353,BELLUNA CO LTD COMMON STOCK JPY,9997,"338,549.77","3,131.68",0.0373,477,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,D82824109,DE0007446007,5769470,TAKKT AG COMMON STOCK EUR 0,,"2,795.66","3,118.98",0.0372,262,,1/1/1900,Consumer Discretionary,GERMANY
10/31/2019,J1207N108,JP3551520004,6416281,DENTSU INC COMMON STOCK JPY,4324,"337,249.32","3,119.65",0.0372,87,,1/1/1900,Communication Services,JAPAN
10/31/2019,E526K0106,ES0105046009,BVRZ8L1,AENA SME SA COMMON STOCK,,"2,801.38","3,125.36",0.0372,17,,1/1/1900,Industrials,SPAIN
10/31/2019,G4804L163,GB00BHJYC057,BHJYC05,INTERCONTINENTAL HOTELS GROUP PLC COMMON STOCK GBP,,"2,412.49","3,121.76",0.0372,52,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,F9768K102,FR0000052516,B0WM393,VILMORIN & CIE SA COMMON STOCK EUR 15.25,,"2,791.19","3,113.99",0.0371,57,,1/1/1900,Consumer Staples,FRANCE
10/31/2019,G2113M120,BMG2113M1203,6193681,CHOW SANG SANG HOLDINGS INTERNATIONAL LTD COMMON,116,"24,391.44","3,112.07",0.0371,"2,663",,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,G84246118,GB00BF8Q6K64,BF8Q6K6,STANDARD LIFE ABERDEEN PLC COMMON STOCK GBP,,"2,404.92","3,111.97",0.0371,792,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,J58214131,JP3756100008,6644800,NITORI HOLDINGS CO LTD COMMON STOCK JPY 0,9843,"335,931.18","3,107.45",0.037,20,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J95776126,JP3942800008,6985264,YAMAHA MOTOR CO LTD COMMON STOCK JPY,7272,"335,090.76","3,099.68",0.0369,157,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,G0110T106,GB00B02J6398,B02J639,ADMIRAL GROUP PLC COMMON STOCK GBP 0.1,,"2,384.08","3,085.00",0.0368,118,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,G70202109,GB0006825383,682538,PERSIMMON PLC COMMON STOCK GBP 10,,"2,388.64","3,090.89",0.0368,105,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,F84941123,FR0000121220,7062713,SODEXO SA COMMON STOCK EUR 4,,"2,759.87","3,079.05",0.0367,28,,1/1/1900,Consumer Discretionary,FRANCE
10/31/2019,15857105,CA0158571053,B51BMR7,ALGONQUIN POWER & UTILITIES CORP COMMON STOCK CAD,AQN,"4,040.71","3,074.31",0.0366,223,,1/1/1900,Utilities,CANADA
10/31/2019,J1825T107,JP3771150004,6051444,HAMAKYOREX CO LTD COMMON STOCK JPY,9037,"331,936.95","3,070.51",0.0366,89,,1/1/1900,Industrials,JAPAN
10/31/2019,F24024147,FR0000121329,4162791,THALES SA COMMON STOCK EUR 3,,"2,746.16","3,063.76",0.0365,31,,1/1/1900,Industrials,FRANCE
10/31/2019,D2734Z107,DE0005785802,5129074,FRESENIUS MEDICAL CARE AG & CO KGAA COMMON STOCK,,"2,740.11","3,057.01",0.0364,42,,1/1/1900,Health Care,GERMANY
10/31/2019,26153W109,CA26153W1095,BMH4P92,DREAM INDUSTRIAL REAL ESTATE INVESTMENT TRUST REIT,,"4,009.96","3,050.90",0.0364,298,,1/1/1900,Real Estate,CANADA
10/31/2019,W2084X107,SE0000379190,B0XP0T0,CASTELLUM AB COMMON STOCK SEK 0.5,,"29,425.73","3,054.27",0.0364,149,,1/1/1900,Real Estate,SWEDEN
10/31/2019,Y19182107,HK0440001847,6249799,DAH SING FINANCIAL HOLDINGS LTD COMMON STOCK HKD 0,440,"23,868.78","3,045.38",0.0363,817,,1/1/1900,Financials,HONG KONG
10/31/2019,G6718L106,GB00B3MBS747,B3MBS74,OCADO GROUP PLC COMMON STOCK GBP 2,,"2,353.77","3,045.78",0.0363,177,,1/1/1900,Consumer Discretionary,UNITED KINGDOM
10/31/2019,J1710A106,JP3282400005,6296557,GEO HOLDINGS CORP COMMON STOCK JPY,2681,"328,672.56","3,040.31",0.0362,243,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J57547101,JP3713200008,6641986,NISSHA CO LTD COMMON STOCK JPY,7915,"327,190.76","3,026.60",0.0361,288,,1/1/1900,Information Technology,JAPAN
10/31/2019,250669108,CA2506691088,B1PMQ65,DETOUR GOLD CORP COMMON STOCK CAD 0,,"3,977.65","3,026.32",0.0361,182,,1/1/1900,Materials,CANADA
10/31/2019,W40063104,SE0000103699,B1XFTL2,HEXAGON AB COMMON STOCK SEK 0.22,,"29,210.85","3,031.96",0.0361,59,,1/1/1900,Information Technology,SWEDEN
10/31/2019,J70703137,JP3419400001,6793821,SEKISUI CHEMICAL CO LTD COMMON STOCK JPY,4204,"327,593.28","3,030.32",0.0361,173,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,J76896109,JP3322930003,B0M0C89,SUMCO CORP COMMON STOCK JPY,3436,"327,025.33","3,025.07",0.036,180,,1/1/1900,Information Technology,JAPAN
10/31/2019,Q0521T108,AU000000ALL7,6253983,ARISTOCRAT LEISURE LTD COMMON STOCK AUD 0,ALL,"4,372.44","3,012.39",0.0359,138,,1/1/1900,Consumer Discretionary,AUSTRALIA
10/31/2019,X0R45W101,FI4000058870,BBVJ5R4,AKTIA BANK OYJ COMMON STOCK EUR 0,,"2,693.88","3,005.43",0.0358,309,,1/1/1900,Financials,FINLAND
10/31/2019,F96221340,FR0013176526,BDC5ST8,VALEO SA COMMON STOCK EUR 1,,"2,690.78","3,001.97",0.0358,81,,1/1/1900,Consumer Discretionary,FRANCE
10/31/2019,N07045201,NL0000334118,5165294,ASM INTERNATIONAL NV COMMON STOCK EUR 0.04,,"2,667.43","2,975.92",0.0355,30,,1/1/1900,Information Technology,NETHERLANDS
10/31/2019,Y10923103,SG1J27887962,6309303,CAPITALAND LTD COMMON STOCK SGD 0,C31,"4,038.29","2,967.26",0.0354,"1,122",,1/1/1900,Real Estate,SINGAPORE
10/31/2019,T0140L103,IT0001233417,5499131,A2A SPA COMMON STOCK EUR 0.52,,"2,659.68","2,967.27",0.0354,"1,478",,1/1/1900,Utilities,ITALY
10/31/2019,J6437H102,JP3833300001,B29H1T1,PRESSANCE CORP COMMON STOCK JPY,3254,"320,515.13","2,964.85",0.0353,180,,1/1/1900,Consumer Discretionary,JAPAN
10/31/2019,H8024W106,CH0012549785,7156036,SONOVA HOLDING AG COMMON STOCK CHF 0.05,,"2,925.02","2,964.29",0.0353,13,,1/1/1900,Health Care,SWITZERLAND
10/31/2019,J03780129,JP3779000003,6075068,BANDO CHEMICAL INDUSTRIES LTD COMMON STOCK JPY,5195,"319,830.41","2,958.52",0.0353,345,,1/1/1900,Industrials,JAPAN
10/31/2019,Q55368114,AU000000LLC3,6512004,LENDLEASE GROUP STAPLED SECURITY AUD 0,LLC,"4,303.21","2,964.69",0.0353,230,,1/1/1900,Real Estate,AUSTRALIA
10/31/2019,G4807D192,GB00BYT1DJ19,BYT1DJ1,INTERMEDIATE CAPITAL GROUP PLC COMMON STOCK GBP,,"2,287.67","2,960.24",0.0353,154,,1/1/1900,Financials,UNITED KINGDOM
10/31/2019,D827A1108,DE000SYM9999,B1JB4K8,SYMRISE AG COMMON STOCK EUR 0,,"2,644.78","2,950.64",0.0352,31,,1/1/1900,Materials,GERMANY
10/31/2019,15135U109,CA15135U1093,B57FG04,CENOVUS ENERGY INC COMMON STOCK CAD 0,CVE,"3,867.31","2,942.38",0.0351,345,,1/1/1900,Energy,CANADA
10/31/2019,J20790101,JP3789000001,6429308,HITACHI ZOSEN CORP COMMON STOCK JPY,7004,"317,089.74","2,933.16",0.035,862,,1/1/1900,Industrials,JAPAN
10/31/2019,G7494G105,GB00B082RF11,B082RF1,RENTOKIL INITIAL PLC COMMON STOCK GBP 1,,"2,266.27","2,932.55",0.0349,499,,1/1/1900,Industrials,UNITED KINGDOM
10/31/2019,G7800X107,KYG7800X1079,B5B23W2,SANDS CHINA LTD COMMON STOCK HKD 0.01,1928,"22,899.37","2,921.70",0.0348,591,,1/1/1900,Consumer Discretionary,HONG KONG
10/31/2019,J08148108,JP3712000003,6160168,CMK CORP COMMON STOCK JPY,6958,"315,661.90","2,919.96",0.0348,477,,1/1/1900,Information Technology,JAPAN
